etapa,providencia,area,enquadramento,objetivos,ficha_tecnica,situacao,outras_fontes,acessibilidade,sinopse,nome,cgccpf,mecanismo,segmento,PRONAC,estrategia_execucao,valor_aprovado,justificativa,resumo,valor_solicitado,especificacao_tecnica,municipio,data_termino,UF,impacto_ambiental,democratizacao,valor_projeto,proponente,ano_projeto,data_inicio,valor_captado,valor_proposta
"Pré-Produção: Pesquisa; Curadoria; Programação visual da exposição (identidade visual e sua aplicação); Projeto da expografia da exposição; Negociação com cada um dos emprestadores públicos e priva","O projeto teve sua prestação de contas analisada e foi aprovada com ressalva por meio da Portaria nº 147 de 28/02/2018, seção i, Diário Oficial da União nº 41, de 01/03/2018, pág. 17-18.","Artes Integradas","Artigo 18","EXPOSIÇÃO   Este projeto tem como objetivo apresentar uma exposição do pernambucano José Patrício, no Museu do Estado de Pernambuco durante 2 meses, ocupando uma área de 500 m², ocupando a entrada no","","Prestação de contas aprovada com ressalva formal e sem prejuízo",0.0,"O Museu do Estado de Pernambuco, local previsto para a mostra e para o lançamento do livro, é equipado de maneira a atender às disposições do artigo 27 do Decreto 5.761/06 no tocante à acessibilidade","","José Patrício","31983232000130","Mecenato","Artes Integradas","090501","",511061.0,"O conceito de readymade, inaugurado por Duchamp, vem repercutindo de forma significativa na produção artística contemporânea, alimentando ações que o comentam, questionam e apontam mesmo para a sua su","Realizar a produção e apresentação de exposição individual do artista plástico José Patrício no Museu do Estado de Pernambuco e a produção e publicação de livro que se propõe a fazer um balanço da obra do artista pernambucano, pelo crítico de arte Paulo Herkenhoff .",524055.0,"","Rio de Janeiro","2010-06-15","RJ","","Estratégia para democratização de acesso da população aos produtos culturais   EXPOSIÇÃO   O Museu do Estado de Pernambuco opera, desde 2003 com área de Ação Educativa permanente, cuja equipe envolve",511061.0,"IMAGO ESCRITORIO DE ARTE LTDA - ME","09","2009-09-15",325000.0,524055.0
"Elaboração  -  Fevereiro de 2009. Inscrição do Projeto no Ministério da Cultura; Preparação e adaptação do texto;   Aprovação e Captação  -  Maio a junho de 2009. Aprovação do projeto pelo MinC;","Encaminhado o Ofício nº 0750/2010/CGAPIF/DIC/SEFIC/MINC, datado de 09/04/2010, informando o proponente do arquivamento do projeto por não atendimento à diligência realizada anteriormente.","Artes Cênicas","Artigo 18","50 apresentações de peça de teatro onde Aninha (Cora Coralina) conta sua história desde a infância, passando pelos fatos pitorescos ou marcantes de sua vida, personagens que povoam suas lembranças, se","","Indeferido - não atendimento à diligência",0.0,"A fim de propiciar acessibilidade ao maior número de pessoas com deficiências, foram adotadas no projeto as seguintes providências: 1. Escolha de locais para apresentação que possuam estrutura de aces","","Eu sou Aninha","04288873000100","Mecenato","Teatro","090502","",179512.6,"É triste constatar que na grande maioria dos casos, as pessoas conhecem mais os personagens que fizeram história em outros países do que os vultos da cultura do Brasil. A influência da mídia, a grande","60 Apresentações do espetáculo teatral %u201CEu sou Aninha%u201D, composto por textos da poetisa Cora Coralina.",199981.0,"","São Paulo","2010-01-30","SP","","Os ingressos para alunos e professores da rede pública, pessoas com mais de 60 anos, bem como para entidades de assistência a crianças carentes e idosos serão inteiramente gratuitos.",179512.6,"C1M2 Produções Culturais Ltda","09","2009-05-30",0.0,199981.0
"1- Captação de Recursos para a execução do projeto  2- Locação do estúdio de ensaio  3- Pré-Produção dos Arranjos  4- Gravação definitiva das 12 faixas  5- Mixagem  6- Masterização  7- Prensagem e Di","Situação ajustada pelo sistema. Proponente habilitado","Música","Artigo 18","Este é um projeto  de  gravação de CD instrumental de raiz e  rítmo totalmente brasileiro, produzido por Marco de Vita , onde teremos como estrutura  principal o auxílio luxuoso do grupo Zimbo Trio,","","Arquivado - solicitação de arquivamento, de projeto de incentivo fiscal, feito pelo proponente",0.0,"Parte das 3000 cópias prensadas dos CDs, serão doadas a Instituição Assistencial Meimei - IAM (São Bernardo do Campo - SP) e a Associação Pro-Hope-Apoio A Criança Com Câncer.(Rua Joaquim Távora, 1428","","Alma Brasileira","***900528**","Mecenato","Música Instrumental","090503","",139999.97,"Pelo ano de  2008 ter sido o ano em que o Brasil celebrou os 50  anos da Bossa Nova, nada mais ideal do que juntarmos os criadores e  percussores (Zimbo Trio) a este rítmo genuinamente brasileiro. As","Gravação de CD, contendo 9 canções instrumentais de autoria de Marco de Vita, executadas pelo conjunto Zimbo Trio e pela orquestra Jazz Sinfônica de São Paulo. Produção Musical e Arranjos de cordas de Nelson Bergamini e Marco de Vita.",139999.97,"","São Paulo","2009-11-27","SP","","Este projeto tem em seu conteúdo o compromisso da  socialização da música enquanto bem simbólico da cultura  brasileira, produção social e histórica da humanidade. Nesse sentido,  proporcionar o aces",139999.97,"Marco de Vita Campos","09","2009-06-27",0.0,139999.97
"Pesquisa, seleção e redação de textos - Junho e Agosto de 2009 Digitalização de textos e imagens - Setembro de 2009 Revisão e edição - Outubro de 2009 Editoração (diagramação, projeto gráfico etc) - N","O projeto foi aprovado com ressalva, por meio da Portaria nº 745 de 28 de novembro de 2016, seção I, pág. 08, DOU nº 228 de 29/11/2016.","Humanidades","Artigo 18","Reunir, numa antologia, os artigos mais significativos e relevantes da publicação mineira “Revista de Cinema”, acompanhados de contextualização histórica e estética sobre o que aqueles textos represen","","Prestação de contas aprovada com ressalva formal e sem prejuízo",0.0,"Não se aplica no caso do projeto (livro) proposto.","","Antologia Revista de Cinema (1954-1957 / 1962-1964)","***412186**","Mecenato","Edição de Livros","090504","",38220.0,"Uma história curiosa, narrada no livro Presença do CEC – 50 Anos de Cinema em Belo Horizonte (Ed. Crisálida), ilustra bem a relevância da Revista de Cinema e do Centro de Estudos Cinematográficos (CEC","O projeto Antologia Revista de Cinema (1954-1957 / 1962-1964) (título provisório) consiste na elaboração e publicação de um livro de antologia contextualizada que reproduzirá artigos publicados na Revista de Cinema, veículo que circulou em Minas Gerais nos anos 50 e 60. A tiragem prevista é de 1 mil exemplares. Parte do orçamento previsto à realização do projeto está garantida pela empresa Cemig, por aprovação este ano no edital Filme em Minas, da Secretaria de Estado de Cultura de Minas.",57400.0,"","Belo Horizonte","2010-03-01","MG","","Um percentual dos exemplares publicados será distribuído para a rede de bibliotecas públicas do Estado de Minas Gerais, conforme previsto no edital Filme em Minas, da Secretaria de Estado da Cultura",38220.0,"Marcelo Miranda da Silva","09","2009-06-09",38220.0,57400.0
"§         A primeira fase, consiste na formação da equipe da Fundação e colaboradores que vão dar uma definição ao encontro, a forma de montagem, programação, calendários, estratégia de comunicação vi","Encaminhado ofício n° 2078/2009/CGAPIF/DIC/SEFIC/MinC, ao proponente informando que não há possibilidade de ressarcimento de despesas realizadas antes da execução do projeto.","Artes Integradas","Artigo 18","Realizar a décima segunda edição desse grande evento de música popular brasileira, reunindo em Itajaí os melhores músicos e professores brasileiros e catarinenses desse tipo de música.          Com o","","Indeferido - Projeto já realizado.",9000.0,"As oficinas serão realizadas na Casa da Cultura Dide brandão e as apresentações no Teatro municipal de Itajaí. esses dois espaços tem rampa de acesso e lugares reservados para deficientes físicos.","","12º Festival de Música de Itajaí - Núcleo Instrumental","02362976000130","Mecenato","Artes Integradas","090505","",450950.0,"Itajaí já se tornou um dos mais importantes pólos de discussão e produção musical do sul do Brasil. Itajaí é conhecida como o Porto da Música. Nestes últimos dez anos o Festival de Música veio brindar","Rezalizar a 12 segunda edição do Festival de Música de Itajaí, em sua parte instrumental com oficinas e apresentações(shows).",483080.0,"","Itajaí","2009-09-13","SC","","- Ingressos a preços populares; - Cursos a preços populares; - Apresentações públicas nas ruas, praças, fábricas, todas gratuitas;  - Bolsas de estudo para os cursos e ingressos de cortesia para estud",459950.0,"FUNDACAO CULTURAL DE ITAJAI","09","2009-09-03",0.0,483080.0
"Cronograma: 1 - Pré-produção – maio a julho de 2009        * Confecção do projeto * Captação de recurso   2 -Produção/ Execução – agosto de 2009 a junho de 2010   2.1 - Pagamento de cachê/ honorário:","Prestação de Contas Aprovada, conforme Portaria n° 20 de 02 de dezembro de 2019, publicada no DOU em 03/12/2019.","Artes Integradas","Artigo 18","O objetivo primordial do projeto é criar oportunidade e fomentar a formação de novos talentos da dramaturgia contemporânea, hoje praticamente sem oportunidade devido à falta de possibilidades em demon","","Prestação de Contas Aprovada",0.0,"As medidas de acessibilidade englobam: - acessibilidade para portadores de necessidades especiais, tais como: elevadores, espaço reservado e rampa para cadeiras, atendendo a legislação em vigor. - Pro","","Seleção Brasil em Cena 2009","08188482000167","Mecenato","Artes Integradas","090506","",234681.2,"O projeto Seleção Brasil em Cena tem como justificativa principal a proposição de descobrir novos talentos. A crítica Bárbara Heliodora, disse em uma de suas palestras que nós (brasileiros), Preci","O concurso de dramaturgia, Seleção Brasil em Cena, promovido pelo CCBB Rio, começou. Os diretores coordenarão as 12 leituras, que serão encenadas por 47 atores, no total, indicados pelas principais escolas de formação da cidade.",413801.2,"","Rio de Janeiro","2011-06-17","RJ","","- Serão disponibilizadas entradas gratuitas a pessoas que não possuam recursos financeiros, respeitando o limite de ingressos e a classificação indicativa.",234681.2,"Associação Quarto Ato de Projetos Culturais","09","2009-06-15",200000.0,413801.2
"Normal 0 21 false false false MicrosoftInternetExplorer4 <!-- /* Style Definitions */ p.MsoNormal, li.MsoNormal, div.MsoNormal {mso-style-parent:; margin:0cm; margin-bottom:.000","Ofício 6552/2010 de 11/11/2010. Projeto arquivado tendo em vista o não atendimento ao disposto no art. 50, inciso I a III, da Instrução Normativa nº 01 de 05/10/2010.","Artes Integradas","Artigo 18","Normal 0 21 false false false MicrosoftInternetExplorer4 <!-- /* Style Definitions */ p.MsoNormal, li.MsoNormal, div.MsoNormal {mso-style-parent:; margin:0cm; margin-bottom:.000","","Arquivado - atingiu 24 meses de aprovação sem captação de recursos",0.0,"Normal 0 21 false false false MicrosoftInternetExplorer4 <!-- /* Style Definitions */ p.MsoNormal, li.MsoNormal, div.MsoNormal {mso-style-parent:; margin:0cm; margin-bottom:.000","","TRAGO A PESSOA AMADA EM 3 DIAS","***865687**","Mecenato","Artes Integradas","090507","",289600.0,"Normal 0 21 false false false MicrosoftInternetExplorer4 <span class=mceItemObject classid=clsid:38481807-CA0E-42D2-BF39-B33AF135CC4D id=ieooui> st1\:*{behavior:url(#ieooui) }","Produzir o espetáculo Trago a pessoa amada em 3 dias, texto baseado no livro de mesmo nome, cumprir temporada de 2 meses num teatro da Zona Sul da cidade do Rio de Janeiro, com estréia para janeiro de 2010 e apresentações às terças e quartas às 21h. A peça é compota por 4 atores que se revezam em 15 papéis diferentes e aborda como tema a urgencia urbana em que vivemos nos dias de hoje nas grandes cidades.",317600.0,"","Rio de Janeiro","2010-04-30","RJ","","Normal 0 21 false false false MicrosoftInternetExplorer4 <!-- /* Style Definitions */ p.MsoNormal, li.MsoNormal, div.MsoNormal {mso-style-parent:; margin:0cm; margin-bottom:.000",289600.0,"Marcelo de Lacerda Aouila","09","2009-07-01",0.0,317600.0
"MAIO: Elaboração do projeto Correspondências e contatos com grupos étnicos e departamentos de cultura; JUNHO: Organização JULHO: Organização Captação de recursos; AGOSTO: - Encontro","Projeto arquivado definitivamente.","Artes Integradas","Artigo 18","Geral: Preservar e valorizar o folclore, valorizando a cultura como forma de expressão popular. Específicos: Mostrar o potencial folclórico de Guarapuava, procurando iniciar na comunidade a valoriza","","Arquivado",0.0,"- Realizar o festival em auditório com rampas de acesso e espaço para cadeirantes, bem como em outros espaços alternativos que possibilitem o livre acesso a pessoas com deficiência física. - Disponibi","","V FEDAG - Festival de Danças de Guarapuava","77902914000172","Mecenato","Artes Integradas","090508","",0.0,"Conforme previsto na Constituição Federal, no que dispõe o artigo 215 “O Estado (brasileiro) garantirá a todos o pleno exercício dos direitos culturais e acesso às fontes da cultura nacional, e apoiar","O XXIII Encontro da Arte Folclórica, o XII Festival Estudantil Vivendo o Folclore e a VII Semana do Folclore de Irati acontecerão na semana de 17 a 21 de agosto de 2009, com as seguintes atividades: oficinas e exposição de artesanato com orientação dos grupos folclóricos, previsão de um seminário sobre Cultura Popular, apresentação de danças, gastronomia no centro de exposições e também apresentações na cidade de Irati.",65630.0,"","Guarapuava","2009-07-04","PR","","- Distribuir gratuitamente 90% dos ingressos para a comunidade (contrapartida social) e os 10% restantes para os patrocinadores. Disponibilizar os informativos culturais e os catálogos do evento para",0.0,"UNICENTRO - Universidade Estadual do Centro-Oeste","09","2009-06-29",0.0,65630.0
"1ª Fase - Apresentação e Aprovação do projeto  - março/09 a junho/09 2ª Fase - Captação de recursos - julho/09 a out/09 3ª Fase - Impressão e emolduração das fotos - out/09 a nov/09 4ª Fase - Embalage","Ofício n. 5040/2011 - CGAA/DIC/SEFIC/MINC de 16/06/2011 &#x2013; Projeto ARQUIVADO, em conformidade com a Instrução Normativa n. 01 de 05/10/2010, art. 50 e 78a","Artes Visuais","Artigo 18","A exposição Minas Panorâmica é um projeto permanente, que constará de 30 fotos de Minas Gerais,  buscando promover a cultura ao visitar 10 cidades mineiras, de várias regiões do Estado:","","Arquivado - por excesso de prazo sem captação",0.0,"As exposições serão realizadas em galerias, hóteis ou teatros das cidades descritas, e os locais escolhidos terão, obrigatoriamente, que possuir entrada especial para deficientes, de modo a garantir o","","Minas Panorâmica","***077526**","Mecenato","Fotografia","090509","",156469.93,"Após viajar por várias cidades de Minas, fotografando os principais pontos históricos e turísticos para seus livros, o fotógrafo Márcio Carvalho sentiu a necessidade de levar ao maior númer","Exposição de fotos, abordando a cultura mineira em seus vários aspectos, a ser mostrada em 10 cidades em Minas Gerais, representativas de todas as regiões do Estado. As fotos, emolduradas com metacrilato, serão tiradas pelo fotógrafo Márcio Carvalho, abrangendo vários aspectos da cultura mineira.",168111.35,"","Itaúna","2009-06-20","MG","","As exposições serão realizadas em 10 cidades mineiras, em locais de acesso gratuito ao público em geral, garantindo assim que todas as camadas sociais e etárias tenham acesso às obras.",156469.93,"Márcio de Lima Carvalho","09","2009-07-20",0.0,168111.35
"PRÉ-PRODUÇÃO (de 01 a 20 de agosto de 2009) Nesta fase repassadas as partituras aos músicos, com os novos arranjos, para eles irem se familiarizando. Algumas adaptações podem ser feitas para melhorar","Conta corrente bloqueada n ° 30882-x, na Agencia n° 00078. Cancelada e / ou suspensa em 11/11/2010,tendo em vista que o projeto atingiu mais de 24 meses sem captação.","Música","Artigo 26","O objetivo deste projeto vai além da gravação da trilha sonora da Missa do Vaqueiro. Busca principalmente a sua valorização dentro do cenário cultural brasileiro. O Cd integra um projeto mais amp","","Arquivado - atingiu 24 meses de aprovação sem captação de recursos",0.0,"Os CDs (10% do total) serão distribuidos com entidades culturais, de vaqueiros, portadores de necessidades especiais e escolas em várias cidades do Nordeste.","","CD Missa do Vaqueiro","05648580000141","Mecenato","Música Popular Cantada","090510","",94014.96,"A Missa do Vaqueiro é cantada em verso e prosa, é tema de músicas, de literatura de cordel, de vídeo (inclusive estrangeiros). É um emblemático evento do Sertão pernambucano, que reúne cerca de 50 mil","Este projeto consiste na gravação da trilha sonora da Missa do Vaqueiro, evento que acontece há 39 anos no município de Serrita, sertão de Pernambuco. Para isso, ela será gravada na voz de artistas com ampla projeção: Josildo Sá, Maciel Melo, Santanna, todos sertanejos, mas com forte aceitação nas regiões metropolitanas. A trilha sonora recebeu recentemente novos arranjos do músico pernambucano Zé da Flauta.",94014.97,"","Recife","2010-01-30","PE","","Serão disponibilizados 150 Cds (15% do total) para venda promocional. O custo normal do CDs é R$ 25,00 e na venda promocional será R$ 10,00. Esses Cds serão postos à venda em entidades culturais e de",94014.96,"R & A Comunicação.","09","2009-08-01",0.0,94014.97
